"12/22/2021 20:35","3512B Port (4TN00220)","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
"Unit Descriptions","kPa","kPa","%","RPM","kPa","kPa","kPa","Deg C","Deg C",""
821,2,355,13,818,100.0,100.0,0.2,218,218,Primary ECM
822,2,355,13,811,100.0,100.0,0.2,218,218,Primary ECM
823,2,355,13,819,100.0,100.0,0.2,218,237,Primary ECM
824,2,355,13,819,100.0,100.0,0.2,208,237,Primary ECM
825,2,355,12,814,100.0,100.0,0.3,208,237,Primary ECM
826,2,355,13,816,100.0,100.0,0.2,199,237,Primary ECM
827,2,355,13,812,100.0,100.0,0.2,199,223,Primary ECM
828,2,355,13,812,100.0,100.0,0.2,208,218,Primary ECM
829,2,356,13,815,100.0,100.0,0.2,213,218,Primary ECM
830,4,356,12,814,100.0,100.0,0.2,213,223,Primary ECM
831,2,355,13,817,100.0,100.0,0.2,199,223,Primary ECM
832,2,355,13,817,100.0,100.0,0.2,199,228,Primary ECM
833,2,355,13,816,100.0,100.0,0.3,204,228,Primary ECM
834,2,355,13,812,100.0,100.0,0.3,204,218,Primary ECM
835,2,355,13,812,100.0,100.0,0.2,213,223,Primary ECM
836,2,355,13,812,100.0,100.0,0.3,208,223,Primary ECM
837,2,355,13,819,100.5,100.0,0.2,208,218,Primary ECM
838,2,355,13,819,100.5,100.0,0.2,208,218,Primary ECM
839,4,355,13,818,100.5,100.0,0.3,208,237,Primary ECM
840,2,355,13,819,100.0,100.0,0.3,204,237,Primary ECM
841,2,355,13,812,100.0,100.0,0.2,204,223,Primary ECM
842,4,355,13,815,100.5,100.0,0.2,208,223,Primary ECM
843,4,355,13,812,100.0,100.0,0.2,213,218,Primary ECM
844,2,355,13,820,100.5,100.0,0.2,213,218,Primary ECM
845,0,355,13,814,100.0,100.0,0.2,204,237,Primary ECM
846,2,355,13,812,100.5,100.0,0.3,204,237,Primary ECM
847,2,355,13,815,100.5,100.0,0.3,199,218,Primary ECM
848,2,355,13,814,100.0,100.0,0.3,199,218,Primary ECM
849,2,355,13,812,100.0,100.0,0.2,218,218,Primary ECM
850,2,355,13,817,100.0,100.0,0.2,218,223,Primary ECM
851,0,355,13,816,100.0,100.0,0.2,213,223,Primary ECM
852,0,355,13,816,100.0,100.0,0.3,213,223,Primary ECM
853,4,355,13,814,100.0,100.0,0.3,208,223,Primary ECM
854,0,355,13,818,100.0,100.0,0.2,199,228,Primary ECM
855,0,355,13,818,100.0,100.0,0.2,199,228,Primary ECM
856,2,355,13,814,100.0,100.0,0.2,208,233,Primary ECM
857,2,355,13,818,100.5,100.0,0.3,208,228,Primary ECM
858,2,355,13,816,100.0,100.0,0.2,213,228,Primary ECM
859,2,355,12,818,100.0,100.0,0.3,213,213,Primary ECM
860,0,355,13,813,100.0,100.0,0.3,204,213,Primary ECM
861,0,355,13,815,100.0,100.0,0.2,199,223,Primary ECM
862,2,355,13,814,100.0,100.0,0.4,199,223,Primary ECM
863,0,355,13,812,100.0,100.0,0.2,199,208,Primary ECM
864,4,355,13,814,100.0,100.0,0.3,199,233,Primary ECM
865,0,355,13,820,100.0,100.0,0.2,204,233,Primary ECM
866,0,355,12,817,100.0,100.0,0.2,204,233,Primary ECM
867,0,355,13,820,100.0,100.0,0.2,199,233,Primary ECM
868,2,356,13,818,100.0,100.0,0.2,208,233,Primary ECM
869,0,356,13,815,100.5,100.0,0.2,208,233,Primary ECM
870,0,356,13,816,100.0,100.0,0.3,194,218,Primary ECM
871,2,356,13,812,100.0,100.0,0.3,194,213,Primary ECM
872,2,355,13,817,100.0,100.0,0.3,208,213,Primary ECM
873,0,355,13,811,100.0,100.0,0.2,208,223,Primary ECM
874,0,356,13,820,100.5,100.0,0.2,199,223,Primary ECM
875,0,356,13,814,100.0,100.0,0.3,204,213,Primary ECM
876,0,355,13,819,100.5,100.0,0.2,204,213,Primary ECM
877,0,356,13,821,100.0,100.0,0.2,199,223,Primary ECM
878,2,355,13,820,100.5,100.0,0.4,199,208,Primary ECM
879,0,355,13,817,100.0,100.0,0.2,194,208,Primary ECM
880,2,356,12,823,100.0,100.0,0.2,194,233,Primary ECM
881,4,356,13,822,100.5,100.0,0.2,204,233,Primary ECM
882,0,356,13,819,100.5,100.0,0.2,189,213,Primary ECM
883,2,356,13,818,100.0,100.0,0.2,189,213,Primary ECM
884,0,355,13,821,100.0,100.0,0.2,204,204,Primary ECM
885,0,356,13,816,100.0,100.0,0.2,204,213,Primary ECM
886,0,355,13,813,100.0,100.0,0.2,194,213,Primary ECM
887,0,355,13,816,100.5,100.0,0.2,194,204,Primary ECM
888,2,355,13,809,100.0,100.0,0.2,199,204,Primary ECM
889,2,356,13,811,100.0,100.0,0.2,204,228,Primary ECM
890,2,355,13,815,100.0,100.0,0.2,204,228,Primary ECM
891,0,355,13,815,100.0,100.0,0.3,189,223,Primary ECM
892,0,355,13,815,100.0,100.0,0.2,189,204,Primary ECM
893,0,355,13,809,100.0,100.0,0.3,194,204,Primary ECM
894,4,354,13,814,100.0,100.0,0.2,194,213,Primary ECM
895,0,354,13,810,100.0,100.0,0.2,194,213,Primary ECM
896,2,355,13,818,100.0,100.0,0.2,199,223,Primary ECM
897,0,355,13,814,100.0,100.0,0.2,199,223,Primary ECM
898,0,354,13,817,100.0,100.0,0.2,184,228,Primary ECM
899,2,355,13,812,100.0,100.0,0.2,184,223,Primary ECM
900,0,355,13,817,100.0,100.0,0.3,184,223,Primary ECM
901,0,355,13,809,100.0,100.0,0.3,184,223,Primary ECM
902,0,354,13,808,100.0,100.0,0.2,199,223,Primary ECM
903,2,355,13,809,100.0,100.0,0.2,199,213,Primary ECM
904,2,355,13,811,100.0,100.0,0.2,199,213,Primary ECM
905,0,354,13,816,100.0,100.0,0.2,179,204,Primary ECM
906,0,354,13,819,100.0,100.0,0.3,179,223,Primary ECM
907,2,354,13,816,100.0,100.0,0.2,189,223,Primary ECM
908,0,354,13,818,100.0,100.0,0.2,189,218,Primary ECM
909,0,354,13,816,100.0,100.0,0.3,184,218,Primary ECM
910,2,354,13,811,100.5,100.0,0.2,199,208,Primary ECM
911,2,354,13,815,100.0,100.0,0.2,199,208,Primary ECM
912,0,354,13,814,100.0,100.0,0.3,179,218,Primary ECM
913,0,354,13,816,100.0,100.0,0.2,179,208,Primary ECM
914,0,354,13,819,100.0,100.0,0.2,199,208,Primary ECM
915,0,353,12,814,100.0,100.0,0.3,199,208,Primary ECM
916,2,354,13,811,100.0,100.0,0.3,189,208,Primary ECM
917,0,354,13,811,100.0,100.0,0.3,189,204,Primary ECM
918,0,354,13,812,100.0,100.0,0.2,179,204,Primary ECM
919,4,354,13,813,100.0,100.0,0.4,179,218,Primary ECM
920,2,354,13,819,100.0,100.0,0.2,184,218,Primary ECM
921,0,354,13,821,100.0,100.0,0.2,179,218,Primary ECM
922,2,354,13,814,100.0,100.0,0.3,179,213,Primary ECM
923,0,354,12,822,100.0,100.0,0.3,204,213,Primary ECM
924,2,354,13,821,100.0,100.0,0.3,204,208,Primary ECM
925,2,354,13,818,100.0,100.0,0.2,189,208,Primary ECM
926,2,355,13,821,100.5,100.0,0.2,189,204,Primary ECM
927,0,355,13,818,100.0,100.0,0.2,199,218,Primary ECM
928,0,355,13,820,100.0,100.0,0.2,199,218,Primary ECM
929,2,355,13,813,100.0,100.0,0.3,179,213,Primary ECM
930,2,355,13,812,100.5,100.0,0.2,179,213,Primary ECM
931,2,355,13,819,100.0,100.0,0.3,189,204,Primary ECM
932,2,355,13,813,100.0,100.0,0.3,189,204,Primary ECM
933,0,355,13,812,100.0,100.0,0.3,194,223,Primary ECM
934,0,355,13,814,100.0,100.0,0.3,194,223,Primary ECM
935,0,355,13,817,100.0,100.0,0.4,194,223,Primary ECM
936,0,354,13,811,100.0,100.0,0.3,189,223,Primary ECM
937,0,354,13,816,100.0,100.0,0.2,189,218,Primary ECM
938,2,354,13,813,100.0,100.0,0.2,204,204,Primary ECM
939,2,355,13,812,100.5,100.0,0.2,204,204,Primary ECM
940,0,354,13,811,100.0,100.0,0.3,189,208,Primary ECM
941,2,354,13,821,100.0,100.0,0.3,179,208,Primary ECM
942,4,355,13,811,100.0,100.0,0.3,179,213,Primary ECM
943,0,354,13,819,100.0,100.0,0.4,204,213,Primary ECM
944,2,355,13,814,100.0,100.0,0.2,204,204,Primary ECM
945,2,355,13,814,100.0,100.0,0.3,189,199,Primary ECM
946,2,355,13,822,100.0,100.0,0.2,189,199,Primary ECM
947,0,355,13,820,100.0,100.0,0.2,189,213,Primary ECM
948,2,355,13,821,100.0,100.0,0.2,184,213,Primary ECM
949,0,355,13,814,100.0,100.0,0.2,184,218,Primary ECM
950,2,355,13,814,100.0,100.0,0.2,204,218,Primary ECM
951,2,355,13,812,100.0,100.0,0.2,204,218,Primary ECM
952,2,354,13,812,100.0,100.0,0.2,189,204,Primary ECM
953,2,354,13,816,100.0,100.0,0.2,189,204,Primary ECM
954,2,354,13,816,100.0,100.0,0.2,204,208,Primary ECM
955,2,354,13,816,100.0,100.0,0.2,204,208,Primary ECM
956,0,354,13,818,100.0,100.0,0.2,204,218,Primary ECM
957,2,354,13,817,100.0,100.0,0.2,199,218,Primary ECM
958,0,355,13,813,100.5,100.0,0.2,199,218,Primary ECM
959,0,354,13,819,100.0,100.0,0.2,184,223,Primary ECM
960,2,355,13,815,100.0,100.0,0.2,184,223,Primary ECM
961,0,355,13,818,100.0,100.0,0.2,184,213,Primary ECM
962,0,354,13,811,100.0,100.0,0.2,189,213,Primary ECM
963,0,355,13,820,100.0,100.0,0.2,189,223,Primary ECM
964,2,355,12,811,100.0,100.0,0.2,189,223,Primary ECM
965,2,354,13,808,100.0,100.0,0.2,189,208,Primary ECM
966,2,354,13,812,100.0,100.0,0.3,194,208,Primary ECM
967,2,354,13,808,100.5,100.0,0.2,194,208,Primary ECM
968,2,354,13,813,100.5,100.0,0.2,189,218,Primary ECM
969,0,354,13,815,100.0,100.0,0.3,204,218,Primary ECM
970,0,353,13,811,100.5,100.0,0.3,204,213,Primary ECM
971,2,353,13,818,100.0,100.0,0.3,184,213,Primary ECM
972,0,354,13,812,100.0,100.0,0.3,184,218,Primary ECM
973,4,354,13,814,100.0,100.0,0.3,199,218,Primary ECM
974,4,354,13,819,100.0,100.0,0.2,199,218,Primary ECM
975,0,354,13,818,100.0,100.0,0.2,189,218,Primary ECM
976,0,354,13,817,100.0,100.0,0.2,184,213,Primary ECM
977,2,354,13,813,100.5,100.0,0.2,184,208,Primary ECM
978,2,354,13,815,100.0,100.0,0.3,199,208,Primary ECM
979,2,354,13,817,100.0,100.0,0.2,199,208,Primary ECM
980,2,355,13,816,100.0,100.0,0.2,204,208,Primary ECM
981,2,355,13,821,100.5,100.0,0.3,204,223,Primary ECM
982,4,354,13,819,100.0,100.0,0.2,189,223,Primary ECM
983,2,355,13,819,100.0,100.0,0.3,189,208,Primary ECM
984,0,355,13,810,100.0,100.0,0.2,189,208,Primary ECM
985,2,354,13,808,100.0,100.0,0.2,199,208,Primary ECM
986,4,354,13,812,100.5,100.0,0.3,199,208,Primary ECM
987,2,355,13,812,100.5,100.0,0.2,204,204,Primary ECM
988,0,354,13,818,100.5,100.0,0.2,204,204,Primary ECM
989,2,353,13,817,100.0,100.0,0.2,204,213,Primary ECM
990,4,354,13,811,100.0,100.0,0.2,204,223,Primary ECM
991,0,354,13,820,100.0,100.0,0.3,204,223,Primary ECM
992,0,354,13,815,100.0,100.0,0.2,204,218,Primary ECM
993,0,354,13,813,100.0,100.0,0.3,194,218,Primary ECM
994,2,354,13,818,100.0,100.0,0.2,204,223,Primary ECM
995,4,354,13,814,100.0,100.0,0.2,204,223,Primary ECM
996,2,354,12,813,100.5,100.0,0.2,199,223,Primary ECM
997,2,355,13,817,100.0,100.0,0.2,199,208,Primary ECM
998,0,354,13,819,100.0,100.0,0.2,189,208,Primary ECM
999,2,355,13,817,100.0,100.0,0.2,189,208,Primary ECM
1000,2,355,13,816,100.0,100.0,0.2,208,208,Primary ECM
1001,0,355,12,820,100.0,100.0,0.2,189,213,Primary ECM
1002,2,356,13,823,100.0,100.0,0.2,189,213,Primary ECM
1003,2,355,13,822,100.0,100.0,0.3,208,218,Primary ECM
1004,0,355,13,813,100.0,100.0,0.2,208,204,Primary ECM
1005,2,355,13,818,100.0,100.0,0.2,184,204,Primary ECM
1006,0,355,13,815,100.0,100.0,0.3,184,218,Primary ECM
1007,2,355,13,814,100.0,100.0,0.2,208,218,Primary ECM
1008,4,355,13,817,100.0,100.0,0.3,184,204,Primary ECM
1009,2,355,13,819,100.0,100.0,0.2,184,204,Primary ECM
1010,0,355,13,818,100.0,100.0,0.2,208,208,Primary ECM
1011,2,355,13,820,100.0,100.0,0.2,208,204,Primary ECM
1012,2,355,13,814,100.0,100.0,0.3,189,204,Primary ECM
1013,2,354,13,812,100.0,100.0,0.2,189,208,Primary ECM
1014,2,355,13,814,100.0,100.0,0.3,184,208,Primary ECM
1015,2,355,13,813,100.0,100.0,0.2,189,208,Primary ECM
1016,2,354,12,819,100.0,100.0,0.4,189,208,Primary ECM
1017,4,354,13,815,100.0,100.0,0.2,204,213,Primary ECM
1018,4,355,13,816,100.0,100.0,0.2,204,223,Primary ECM
1019,0,354,12,810,100.0,100.0,0.3,194,223,Primary ECM
1020,0,354,12,812,100.0,100.0,0.2,194,218,Primary ECM
1021,0,353,12,812,100.0,100.0,0.3,204,218,Primary ECM
1022,0,354,12,808,100.0,100.0,0.3,189,218,Primary ECM
1023,2,353,12,805,100.0,100.0,0.2,189,218,Primary ECM
1024,0,353,12,798,100.5,100.0,0.2,189,208,Primary ECM
1025,2,353,12,803,100.0,100.0,0.2,189,204,Primary ECM
1026,4,352,12,797,100.0,100.0,0.3,199,204,Primary ECM
1027,2,352,14,802,100.5,100.0,0.3,199,208,Primary ECM
1028,2,351,22,847,100.0,100.0,0.3,199,208,Primary ECM
1029,2,352,44,903,100.0,100.0,0.3,189,208,Primary ECM
1030,6,355,44,925,100.0,100.0,0.3,189,208,Primary ECM
1031,4,357,44,959,100.0,100.0,0.2,218,208,Primary ECM
1032,6,360,44,978,100.0,100.0,0.2,218,208,Primary ECM
1033,8,362,44,984,100.0,100.0,0.3,208,242,Primary ECM
1034,8,362,44,993,100.0,100.0,0.4,208,242,Primary ECM
1035,6,364,12,983,100.0,100.0,0.3,218,242,Primary ECM
1036,6,364,12,872,100.0,100.0,0.3,218,257,Primary ECM
1037,6,361,12,826,100.0,100.0,0.3,242,257,Primary ECM
1038,4,357,13,799,100.0,100.0,0.3,242,242,Primary ECM
1039,6,355,12,791,100.0,100.0,0.3,218,242,Primary ECM
1040,8,353,12,803,100.0,100.0,0.2,242,242,Primary ECM
1041,4,352,12,812,100.0,100.0,0.2,242,242,Primary ECM
1042,6,351,12,821,100.0,100.0,0.2,237,247,Primary ECM
1043,4,351,13,826,100.0,100.0,0.3,237,266,Primary ECM
1044,6,351,12,825,100.0,100.0,0.3,247,266,Primary ECM
1045,4,352,12,811,100.0,100.0,0.3,247,266,Primary ECM
1046,6,351,12,815,100.0,100.0,0.3,242,266,Primary ECM
1047,8,351,13,819,100.0,100.0,0.3,237,271,Primary ECM
1048,4,351,12,817,100.0,100.0,0.3,237,271,Primary ECM
1049,4,351,12,815,100.0,100.0,0.3,233,266,Primary ECM
1050,6,350,12,802,100.0,100.0,0.3,233,257,Primary ECM
1051,4,350,13,812,100.0,100.0,0.3,247,257,Primary ECM
1052,6,351,12,812,100.0,100.0,0.2,257,262,Primary ECM
1053,6,351,12,823,100.0,100.0,0.2,257,262,Primary ECM
1054,4,351,12,830,100.0,100.0,0.2,237,276,Primary ECM
1055,6,352,12,828,100.0,100.0,0.3,237,276,Primary ECM
1056,2,352,12,828,100.0,100.0,0.3,237,276,Primary ECM
1057,4,352,12,817,100.0,100.0,0.3,237,276,Primary ECM
1058,4,352,12,817,100.0,100.0,0.2,262,276,Primary ECM
1059,6,352,13,822,100.0,100.0,0.3,262,280,Primary ECM
1060,2,353,12,824,100.0,100.0,0.2,242,280,Primary ECM
1061,4,353,12,825,100.0,100.0,0.3,237,285,Primary ECM
1062,4,353,12,813,100.0,100.0,0.2,237,285,Primary ECM
1063,4,353,12,825,100.0,100.0,0.3,252,280,Primary ECM
1064,4,354,12,827,100.0,100.0,0.2,252,266,Primary ECM
1065,2,355,12,819,100.0,100.0,0.2,247,266,Primary ECM
1066,2,354,12,822,100.0,100.0,0.2,247,262,Primary ECM
1067,4,354,12,806,100.0,100.0,0.2,233,262,Primary ECM
1068,2,353,12,804,100.0,100.0,0.2,247,257,Primary ECM
1069,2,352,12,798,100.0,100.0,0.2,247,257,Primary ECM
1070,2,352,12,791,100.0,100.0,0.2,247,262,Primary ECM
1071,2,351,12,802,100.0,100.0,0.3,247,257,Primary ECM
1072,4,352,12,813,100.0,100.0,0.3,252,257,Primary ECM
1073,2,352,12,816,100.0,100.0,0.3,252,271,Primary ECM
1074,2,352,12,822,100.0,100.0,0.2,252,271,Primary ECM
1075,6,352,12,811,100.0,100.0,0.2,247,271,Primary ECM
1076,4,352,12,803,100.0,100.0,0.3,247,271,Primary ECM
1077,2,352,12,803,100.0,100.0,0.3,242,266,Primary ECM
1078,4,351,13,802,100.0,100.0,0.3,242,280,Primary ECM
1079,4,351,12,814,100.0,100.0,0.2,247,280,Primary ECM
1080,2,352,12,812,100.0,100.0,0.3,257,257,Primary ECM
1081,4,352,12,815,100.0,100.0,0.3,257,257,Primary ECM
1082,2,351,12,815,100.0,100.0,0.3,252,271,Primary ECM
1083,4,350,12,814,100.0,100.0,0.3,252,271,Primary ECM
1084,4,350,12,816,100.0,100.0,0.4,262,271,Primary ECM
1085,4,351,12,818,100.0,100.0,0.3,262,266,Primary ECM
1086,6,351,12,823,100.0,100.0,0.3,247,266,Primary ECM
1087,4,352,12,817,100.0,100.0,0.2,247,262,Primary ECM
1088,6,352,13,816,100.0,100.0,0.3,247,262,Primary ECM
1089,2,352,13,821,100.0,100.0,0.2,252,271,Primary ECM
1090,4,352,13,814,100.0,100.0,0.3,252,271,Primary ECM
1091,4,352,13,824,100.0,100.0,0.3,262,280,Primary ECM
1092,4,352,13,820,100.0,100.0,0.2,262,276,Primary ECM
1093,4,352,13,810,100.0,100.0,0.3,242,276,Primary ECM
1094,6,352,13,817,100.0,100.0,0.2,242,285,Primary ECM
1095,6,352,13,816,100.0,100.0,0.3,257,285,Primary ECM
1096,4,352,13,821,100.0,100.0,0.2,247,285,Primary ECM
1097,6,352,13,820,100.0,100.0,0.2,247,285,Primary ECM
1098,6,352,13,813,100.0,100.0,0.3,252,285,Primary ECM
1099,2,353,13,827,100.0,100.0,0.3,252,276,Primary ECM
1100,2,353,13,825,100.0,100.0,0.2,247,276,Primary ECM
1101,2,353,13,822,100.0,100.0,0.3,247,262,Primary ECM
1102,4,353,13,821,100.0,100.0,0.2,266,262,Primary ECM
1103,4,353,13,814,100.0,100.0,0.2,257,276,Primary ECM
1104,4,353,13,808,100.0,100.0,0.3,257,276,Primary ECM
1105,2,352,13,806,100.0,100.0,0.3,247,271,Primary ECM
1106,4,352,13,815,100.0,100.0,0.3,247,266,Primary ECM
1107,6,352,13,824,100.0,100.0,0.3,247,266,Primary ECM
1108,2,353,13,819,100.0,100.0,0.3,247,280,Primary ECM
1109,4,353,13,821,100.0,100.0,0.3,266,280,Primary ECM
1110,4,353,13,816,100.5,100.0,0.2,252,276,Primary ECM
1111,4,352,13,811,100.5,100.0,0.2,252,276,Primary ECM
1112,2,352,13,818,100.0,100.0,0.3,262,271,Primary ECM
1113,6,352,13,820,100.0,100.0,0.3,262,285,Primary ECM
1114,4,353,13,820,100.0,100.0,0.2,271,285,Primary ECM
1115,4,352,13,819,100.0,100.0,0.3,257,262,Primary ECM
1116,2,353,13,817,100.0,100.0,0.2,257,262,Primary ECM
1117,4,352,13,809,100.0,100.0,0.3,257,280,Primary ECM
1118,4,352,13,809,100.0,100.0,0.3,257,280,Primary ECM
1119,4,352,13,816,100.0,100.0,0.3,262,262,Primary ECM
1120,6,352,13,818,100.0,100.0,0.3,262,266,Primary ECM
1121,2,352,13,823,100.0,100.0,0.2,247,266,Primary ECM
1122,2,353,13,827,100.0,100.0,0.2,247,285,Primary ECM
1123,4,353,13,820,100.0,100.0,0.4,266,285,Primary ECM
1124,4,353,13,814,100.0,100.0,0.3,266,276,Primary ECM
1125,4,353,13,804,100.0,100.0,0.2,266,276,Primary ECM
1126,6,353,13,811,100.0,100.0,0.2,266,280,Primary ECM
1127,2,353,13,807,100.0,100.0,0.3,266,285,Primary ECM
1128,2,352,13,812,100.0,100.0,0.3,262,285,Primary ECM
1129,6,352,13,813,100.0,100.0,0.2,262,271,Primary ECM
1130,2,353,13,815,100.0,100.0,0.2,247,271,Primary ECM
1131,4,352,13,820,100.0,100.0,0.2,247,280,Primary ECM
1132,4,352,13,822,100.0,100.0,0.2,247,280,Primary ECM
1133,6,352,13,815,100.0,100.0,0.2,271,266,Primary ECM
1134,2,353,13,824,100.0,100.0,0.2,271,266,Primary ECM
1135,4,354,13,826,100.0,100.0,0.2,271,266,Primary ECM
1136,2,354,13,836,100.0,100.0,0.2,271,271,Primary ECM
1137,2,355,13,831,100.0,100.0,0.2,262,271,Primary ECM
1138,2,354,13,819,100.0,100.0,0.2,271,266,Primary ECM
1139,6,354,13,817,100.0,100.0,0.3,271,266,Primary ECM
1140,4,354,13,812,100.0,100.0,0.2,242,280,Primary ECM
1141,6,354,13,807,100.0,100.0,0.2,242,280,Primary ECM
1142,2,353,13,814,100.0,100.0,0.3,262,280,Primary ECM
1143,2,352,13,817,100.0,100.0,0.2,271,280,Primary ECM
1144,2,353,13,817,100.0,100.0,0.3,271,280,Primary ECM
1145,2,353,13,814,100.0,100.0,0.2,247,280,Primary ECM
1146,2,354,13,819,100.0,100.0,0.2,247,280,Primary ECM
1147,4,353,13,807,100.0,100.0,0.2,257,262,Primary ECM
1148,4,353,13,809,100.0,100.0,0.3,257,266,Primary ECM
1149,4,353,13,813,100.0,100.0,0.2,252,266,Primary ECM
1150,2,354,13,823,100.0,100.0,0.3,252,280,Primary ECM
1151,2,353,13,819,100.0,100.0,0.3,242,280,Primary ECM
1152,2,354,13,816,100.0,100.0,0.2,247,257,Primary ECM
1153,2,353,13,805,100.0,100.0,0.3,247,257,Primary ECM
1154,6,352,13,810,100.0,100.0,0.3,242,262,Primary ECM
1155,4,352,13,814,100.0,100.0,0.3,242,266,Primary ECM
1156,2,352,13,819,100.0,100.0,0.2,262,266,Primary ECM
1157,2,353,13,826,100.0,100.0,0.3,262,276,Primary ECM
1158,4,354,13,828,100.0,100.0,0.2,262,276,Primary ECM
1159,2,355,13,831,100.0,100.0,0.3,257,280,Primary ECM
1160,2,354,22,835,100.0,100.0,0.4,257,280,Primary ECM
1161,2,356,22,901,100.0,100.0,0.2,247,262,Primary ECM
1162,4,359,22,948,100.0,100.0,0.2,247,276,Primary ECM
1163,6,363,22,983,100.0,100.0,0.4,257,276,Primary ECM
1164,4,368,22,973,100.0,100.0,0.2,257,285,Primary ECM
1165,2,370,22,949,100.0,100.0,0.2,271,285,Primary ECM
1166,6,370,22,937,100.0,100.0,0.3,271,276,Primary ECM
1167,2,370,22,927,100.0,100.0,0.2,271,276,Primary ECM
1168,4,370,22,932,100.0,100.0,0.3,266,276,Primary ECM
1169,6,370,22,917,100.0,100.0,0.2,266,285,Primary ECM
1170,4,369,22,920,100.0,100.0,0.3,271,285,Primary ECM
1171,6,368,22,936,100.0,100.0,0.2,271,276,Primary ECM
1172,4,368,22,938,100.0,100.0,0.2,257,276,Primary ECM
1173,4,368,22,944,100.0,100.0,0.2,257,271,Primary ECM
1174,4,369,22,940,100.0,100.0,0.2,257,271,Primary ECM
1175,6,369,22,942,100.0,100.0,0.3,257,280,Primary ECM
1176,4,369,22,953,100.0,100.0,0.2,257,271,Primary ECM
1177,4,370,22,960,100.0,100.0,0.2,262,271,Primary ECM
1178,6,371,22,953,100.0,100.0,0.3,262,290,Primary ECM
1179,4,371,22,945,100.0,100.0,0.2,280,290,Primary ECM
1180,6,370,22,934,100.0,100.0,0.3,280,276,Primary ECM
1181,8,369,22,935,100.0,100.0,0.2,280,276,Primary ECM
1182,6,369,22,931,100.0,100.0,0.2,285,290,Primary ECM
1183,8,369,22,942,100.0,100.0,0.2,285,308,Primary ECM
1184,4,370,22,952,100.0,100.0,0.2,290,308,Primary ECM
1185,4,370,22,944,100.0,100.0,0.3,290,290,Primary ECM
1186,6,369,22,939,100.0,100.0,0.2,266,290,Primary ECM
1187,6,369,22,921,100.0,100.0,0.2,276,299,Primary ECM
1188,6,368,22,919,100.0,100.0,0.2,276,299,Primary ECM
1189,8,367,22,923,100.0,100.0,0.2,280,290,Primary ECM
1190,6,366,22,922,100.0,100.0,0.2,280,299,Primary ECM
1191,6,366,22,937,100.0,100.0,0.3,290,299,Primary ECM
1192,10,366,22,942,100.0,100.0,0.3,290,318,Primary ECM
1193,8,367,22,939,100.0,100.0,0.3,280,318,Primary ECM
1194,6,367,22,951,100.0,100.0,0.2,290,322,Primary ECM
1195,8,367,22,949,100.0,100.0,0.2,290,322,Primary ECM
1196,8,368,22,944,100.0,100.0,0.2,313,308,Primary ECM
1197,8,368,22,950,100.0,100.0,0.2,313,318,Primary ECM
1198,8,367,22,939,100.0,100.0,0.2,318,318,Primary ECM
1199,8,367,22,943,100.0,100.0,0.3,318,318,Primary ECM
1200,8,368,22,946,100.0,100.0,0.2,318,318,Primary ECM
1201,12,368,22,947,100.0,100.0,0.2,290,322,Primary ECM
1202,8,368,22,945,100.0,100.0,0.2,290,322,Primary ECM
1203,8,369,22,953,100.0,100.0,0.3,313,318,Primary ECM
1204,8,369,22,947,100.0,100.0,0.3,313,322,Primary ECM
1205,10,369,22,948,100.0,100.0,0.2,304,322,Primary ECM
1206,10,369,22,938,100.0,100.0,0.2,304,340,Primary ECM
1207,8,369,22,942,100.0,100.0,0.2,313,340,Primary ECM
1208,10,369,22,948,100.0,100.0,0.2,313,332,Primary ECM
1209,8,369,22,950,100.0,100.0,0.2,313,332,Primary ECM
1210,8,369,22,946,100.0,100.0,0.2,322,336,Primary ECM
1211,10,369,22,944,100.0,100.0,0.2,322,345,Primary ECM
1212,10,369,22,952,100.0,100.0,0.4,336,345,Primary ECM
1213,8,370,22,954,100.0,100.0,0.2,336,327,Primary ECM
1214,10,369,22,944,100.0,100.0,0.3,327,327,Primary ECM
1215,8,369,22,935,100.0,100.0,0.2,313,345,Primary ECM
1216,8,369,22,938,100.0,100.0,0.3,313,345,Primary ECM
1217,6,369,22,944,100.0,100.0,0.3,313,332,Primary ECM
1218,10,370,22,950,100.0,100.0,0.3,313,332,Primary ECM
1219,8,371,22,961,100.0,100.0,0.3,322,332,Primary ECM
1220,6,371,22,965,100.0,100.0,0.2,318,336,Primary ECM
1221,6,372,22,956,100.0,100.0,0.3,318,336,Primary ECM
1222,8,372,22,939,100.0,100.0,0.2,322,336,Primary ECM
1223,8,372,22,933,100.0,100.0,0.2,322,340,Primary ECM
1224,6,370,22,925,100.0,100.0,0.2,327,340,Primary ECM
1225,8,370,22,933,100.0,100.0,0.3,327,349,Primary ECM
1226,6,369,22,931,100.0,100.0,0.2,308,349,Primary ECM
1227,6,369,22,929,100.0,100.0,0.2,336,354,Primary ECM
1228,6,369,22,936,100.0,100.0,0.2,336,354,Primary ECM
1229,6,369,22,939,100.0,100.0,0.3,336,332,Primary ECM
1230,8,368,22,934,100.0,100.0,0.2,336,332,Primary ECM
1231,8,368,22,925,100.0,100.0,0.2,332,332,Primary ECM
1232,10,367,22,925,100.0,100.0,0.2,332,332,Primary ECM
1233,8,367,22,922,100.0,100.0,0.2,313,332,Primary ECM
1234,6,367,22,937,100.0,100.0,0.2,322,354,Primary ECM
